Room_Number;Loop_Index;Segment_Type;StartX;StartY;EndX;EndY;Length
B1-533;0;Line;-27988.43;75320.92;-27988.43;74505.92;815.00
B1-533;0;Line;-27988.43;74505.92;-28803.43;74505.92;815.00
B1-533;0;Line;-28803.43;74505.92;-28933.43;74505.92;130.00
B1-533;0;Line;-28933.43;74505.92;-28933.43;69605.92;4900.00
B1-533;0;Line;-28933.43;69605.92;-24473.43;69605.92;4460.00
B1-533;0;Line;-24473.43;69605.92;-18158.43;69605.92;6315.00
B1-533;0;Line;-18158.43;69605.92;-18158.43;74505.92;4900.00
B1-533;0;Line;-18158.43;74505.92;-18768.43;74505.92;610.00
B1-533;0;Line;-18768.43;74505.92;-18768.43;75320.92;815.00
B1-533;0;Line;-18768.43;75320.92;-18768.43;75450.92;130.00
B1-533;0;Line;-18768.43;75450.92;-27988.43;75450.92;9220.00
B1-533;0;Line;-27988.43;75450.92;-27988.43;75320.92;130.00
B1-532;0;Line;-28803.43;68635.92;-27988.43;68635.92;815.00
B1-532;0;Line;-27988.43;68635.92;-27988.43;67805.92;830.00
B1-532;0;Line;-27988.43;67805.92;-28803.43;67805.92;815.00
B1-532;0;Line;-28803.43;67805.92;-28933.43;67805.92;130.00
B1-532;0;Line;-28933.43;67805.92;-28933.43;64980.92;2825.00
B1-532;0;Line;-28933.43;64980.92;-24583.43;64980.92;4350.00
B1-532;0;Line;-24583.43;64980.92;-24583.43;66405.92;1425.00
B1-532;0;Line;-24583.43;66405.92;-24583.43;69385.92;2980.00
B1-532;0;Line;-24583.43;69385.92;-28933.43;69385.92;4350.00
B1-532;0;Line;-28933.43;69385.92;-28933.43;68635.92;750.00
B1-532;0;Line;-28933.43;68635.92;-28803.43;68635.92;130.00
B1-531;0;Line;-28803.43;61935.92;-27988.43;61935.92;815.00
B1-531;0;Line;-27988.43;61935.92;-27988.43;61630.92;305.00
B1-531;0;Line;-27988.43;61630.92;-24583.43;61630.92;3405.00
B1-531;0;Line;-24583.43;61630.92;-24583.43;64760.92;3130.00
B1-531;0;Line;-24583.43;64760.92;-28933.43;64760.92;4350.00
B1-531;0;Line;-28933.43;64760.92;-28933.43;61935.92;2825.00
B1-531;0;Line;-28933.43;61935.92;-28803.43;61935.92;130.00
B1-525;0;Line;-27988.43;61410.92;-27988.43;61105.92;305.00
B1-525;0;Line;-27988.43;61105.92;-28803.43;61105.92;815.00
B1-525;0;Line;-28803.43;61105.92;-28933.43;61105.92;130.00
B1-525;0;Line;-28933.43;61105.92;-28933.43;58280.92;2825.00
B1-525;0;Line;-28933.43;58280.92;-24583.43;58280.92;4350.00
B1-525;0;Line;-24583.43;58280.92;-24583.43;61410.92;3130.00
B1-525;0;Line;-24583.43;61410.92;-27988.43;61410.92;3405.00
B1-524;0;Line;-28803.43;55235.92;-27988.43;55235.92;815.00
B1-524;0;Line;-27988.43;55235.92;-27988.43;54930.92;305.00
B1-524;0;Line;-27988.43;54930.92;-24583.43;54930.92;3405.00
B1-524;0;Line;-24583.43;54930.92;-24583.43;58060.92;3130.00
B1-524;0;Line;-24583.43;58060.92;-28933.43;58060.92;4350.00
B1-524;0;Line;-28933.43;58060.92;-28933.43;55235.92;2825.00
B1-524;0;Line;-28933.43;55235.92;-28803.43;55235.92;130.00
B1-523;0;Line;-27988.43;54405.92;-28803.43;54405.92;815.00
B1-523;0;Line;-28803.43;54405.92;-28933.43;54405.92;130.00
B1-523;0;Line;-28933.43;54405.92;-28933.43;51580.92;2825.00
B1-523;0;Line;-28933.43;51580.92;-24583.43;51580.92;4350.00
B1-523;0;Line;-24583.43;51580.92;-24583.43;54710.92;3130.00
B1-523;0;Line;-24583.43;54710.92;-27988.43;54710.92;3405.00
B1-523;0;Line;-27988.43;54710.92;-27988.43;54405.92;305.00
B1-522;0;Line;-28803.43;48535.92;-27988.43;48535.92;815.00
B1-522;0;Line;-27988.43;48535.92;-27988.43;48230.92;305.00
B1-522;0;Line;-27988.43;48230.92;-24583.43;48230.92;3405.00
B1-522;0;Line;-24583.43;48230.92;-24583.43;51360.92;3130.00
B1-522;0;Line;-24583.43;51360.92;-28933.43;51360.92;4350.00
B1-522;0;Line;-28933.43;51360.92;-28933.43;48535.92;2825.00
B1-522;0;Line;-28933.43;48535.92;-28803.43;48535.92;130.00
B1-521;0;Line;-27988.43;47705.92;-28803.43;47705.92;815.00
B1-521;0;Line;-28803.43;47705.92;-28933.43;47705.92;130.00
B1-521;0;Line;-28933.43;47705.92;-28933.43;44880.92;2825.00
B1-521;0;Line;-28933.43;44880.92;-24583.43;44880.92;4350.00
B1-521;0;Line;-24583.43;44880.92;-24583.43;48010.92;3130.00
B1-521;0;Line;-24583.43;48010.92;-27988.43;48010.92;3405.00
B1-521;0;Line;-27988.43;48010.92;-27988.43;47705.92;305.00
B1-520;0;Line;-28803.43;41835.92;-27988.43;41835.92;815.00
B1-520;0;Line;-27988.43;41835.92;-27988.43;41530.92;305.00
B1-520;0;Line;-27988.43;41530.92;-24583.43;41530.92;3405.00
B1-520;0;Line;-24583.43;41530.92;-24583.43;44660.92;3130.00
B1-520;0;Line;-24583.43;44660.92;-28933.43;44660.92;4350.00
B1-520;0;Line;-28933.43;44660.92;-28933.43;41835.92;2825.00
B1-520;0;Line;-28933.43;41835.92;-28803.43;41835.92;130.00
B1-516;0;Line;-27988.43;41005.92;-28803.43;41005.92;815.00
B1-516;0;Line;-28803.43;41005.92;-28933.43;41005.92;130.00
B1-516;0;Line;-28933.43;41005.92;-28933.43;38180.92;2825.00
B1-516;0;Line;-28933.43;38180.92;-24583.43;38180.92;4350.00
B1-516;0;Line;-24583.43;38180.92;-24583.43;39035.92;855.00
B1-516;0;Line;-24583.43;39035.92;-24583.43;41310.92;2275.00
B1-516;0;Line;-24583.43;41310.92;-27988.43;41310.92;3405.00
B1-516;0;Line;-27988.43;41310.92;-27988.43;41005.92;305.00
B1-515;0;Line;-28803.43;35035.92;-27988.43;35035.92;815.00
B1-515;0;Line;-27988.43;35035.92;-27988.43;34830.92;205.00
B1-515;0;Line;-27988.43;34830.92;-24583.43;34830.92;3405.00
B1-515;0;Line;-24583.43;34830.92;-24583.43;37960.92;3130.00
B1-515;0;Line;-24583.43;37960.92;-28933.43;37960.92;4350.00
B1-515;0;Line;-28933.43;37960.92;-28933.43;35035.92;2925.00
B1-515;0;Line;-28933.43;35035.92;-28803.43;35035.92;130.00
B1-514;0;Line;-27988.43;34205.92;-28803.43;34205.92;815.00
B1-514;0;Line;-28803.43;34205.92;-28933.43;34205.92;130.00
B1-514;0;Line;-28933.43;34205.92;-28933.43;31480.92;2725.00
B1-514;0;Line;-28933.43;31480.92;-24583.43;31480.92;4350.00
B1-514;0;Line;-24583.43;31480.92;-24583.43;34610.92;3130.00
B1-514;0;Line;-24583.43;34610.92;-27988.43;34610.92;3405.00
B1-514;0;Line;-27988.43;34610.92;-27988.43;34205.92;405.00
B1-513;0;Line;-28803.43;28435.92;-27988.43;28435.92;815.00
B1-513;0;Line;-27988.43;28435.92;-27988.43;27620.92;815.00
B1-513;0;Line;-27988.43;27620.92;-27988.43;27490.92;130.00
B1-513;0;Line;-27988.43;27490.92;-24583.43;27490.92;3405.00
B1-513;0;Line;-24583.43;27490.92;-24583.43;31260.92;3770.00
B1-513;0;Line;-24583.43;31260.92;-28933.43;31260.92;4350.00
B1-513;0;Line;-28933.43;31260.92;-28933.43;28435.92;2825.00
B1-513;0;Line;-28933.43;28435.92;-28803.43;28435.92;130.00
B1-510;0;Line;-18768.43;34205.92;-18768.43;34460.92;255.00
B1-510;0;Line;-18768.43;34460.92;-22343.43;34460.92;3575.00
B1-510;0;Line;-22343.43;34460.92;-22343.43;31460.92;3000.00
B1-510;0;Line;-22343.43;31460.92;-18358.43;31460.92;3985.00
B1-510;0;Line;-18358.43;31460.92;-18358.43;32100.92;640.00
B1-510;0;Line;-18358.43;32100.92;-18358.43;34205.92;2105.00
B1-510;0;Line;-18358.43;34205.92;-18768.43;34205.92;410.00
B1-512;0;Line;-18768.43;28435.92;-18358.43;28435.92;410.00
B1-512;0;Line;-18358.43;28435.92;-18358.43;31240.92;2805.00
B1-512;0;Line;-18358.43;31240.92;-22343.43;31240.92;3985.00
B1-512;0;Line;-22343.43;31240.92;-22343.43;27490.92;3750.00
B1-512;0;Line;-22343.43;27490.92;-18768.43;27490.92;3575.00
B1-512;0;Line;-18768.43;27490.92;-18768.43;27620.92;130.00
B1-512;0;Line;-18768.43;27620.92;-18768.43;28435.92;815.00
EV-02;0;Line;-17953.43;28420.92;-17953.43;27620.92;800.00
EV-02;0;Line;-17953.43;27620.92;-17953.43;27485.92;135.00
EV-02;0;Line;-17953.43;27485.92;-14653.43;27485.92;3300.00
